Time left;Time right;Open;High;Median;Low;Close;Typical;Volume;Quote asset volume;Weighted;
2026-04-30 22:00:00.000;2026-04-30 22:00:59.999;27630;27648;27629.875;27611.75;27622.25;27627.333333333332;2703;0;27626.0625
2026-04-30 22:01:00.000;2026-04-30 22:01:59.999;27622;27631.5;27625.75;27620;27624.75;27625.416666666668;868;0;27625.25
2026-04-30 22:02:00.000;2026-04-30 22:02:59.999;27624;27624.5;27617.25;27610;27616.75;27617.083333333332;1024;0;27617
2026-04-30 22:03:00.000;2026-04-30 22:03:59.999;27616;27618.5;27613.125;27607.75;27611;27612.416666666668;776;0;27612.0625
2026-04-30 22:04:00.000;2026-04-30 22:04:59.999;27611.25;27613.25;27609.125;27605;27609;27609.083333333332;591;0;27609.0625
2026-04-30 22:05:00.000;2026-04-30 22:05:59.999;27609.5;27625.5;27616.75;27608;27619.5;27617.666666666668;779;0;27618.125
2026-04-30 22:06:00.000;2026-04-30 22:06:59.999;27619.5;27639.25;27629.125;27619;27634.75;27631;1454;0;27631.9375
2026-04-30 22:07:00.000;2026-04-30 22:07:59.999;27634.75;27637.5;27634;27630.5;27636;27634.666666666668;514;0;27635
2026-04-30 22:08:00.000;2026-04-30 22:08:59.999;27634.75;27646.25;27639.625;27633;27641;27640.083333333332;937;0;27640.3125
2026-04-30 22:09:00.000;2026-04-30 22:09:59.999;27640.75;27646;27641.5;27637;27643.75;27642.25;836;0;27642.625
2026-04-30 22:10:00.000;2026-04-30 22:10:59.999;27643.5;27644.5;27639.875;27635.25;27638.5;27639.416666666668;683;0;27639.1875
2026-04-30 22:11:00.000;2026-04-30 22:11:59.999;27638.25;27638.25;27634.75;27631.25;27632.75;27634.083333333332;699;0;27633.75
2026-04-30 22:12:00.000;2026-04-30 22:12:59.999;27632.75;27641.5;27636.5;27631.5;27640.75;27637.916666666668;561;0;27638.625
2026-04-30 22:13:00.000;2026-04-30 22:13:59.999;27640.5;27644.25;27641.25;27638.25;27643.25;27641.916666666668;561;0;27642.25
2026-04-30 22:14:00.000;2026-04-30 22:14:59.999;27642.75;27644;27640.5;27637;27640;27640.333333333332;358;0;27640.25
2026-04-30 22:15:00.000;2026-04-30 22:15:59.999;27640.25;27640.5;27638;27635.5;27637.75;27637.916666666668;455;0;27637.875
2026-04-30 22:16:00.000;2026-04-30 22:16:59.999;27637.25;27639.5;27637;27634.5;27637.75;27637.25;352;0;27637.375
2026-04-30 22:17:00.000;2026-04-30 22:17:59.999;27637;27640.25;27637.75;27635.25;27638.75;27638.083333333332;1073;0;27638.25
2026-04-30 22:18:00.000;2026-04-30 22:18:59.999;27638;27639.5;27636;27632.5;27633.5;27635.166666666668;561;0;27634.75
2026-04-30 22:19:00.000;2026-04-30 22:19:59.999;27633.25;27633.75;27625.375;27617;27617.25;27622.666666666668;1366;0;27621.3125
2026-04-30 22:20:00.000;2026-04-30 22:20:59.999;27617;27626.25;27621.125;27616;27625.75;27622.666666666668;749;0;27623.4375
2026-04-30 22:21:00.000;2026-04-30 22:21:59.999;27625.75;27625.75;27623.5;27621.25;27623.5;27623.5;336;0;27623.5
2026-04-30 22:22:00.000;2026-04-30 22:22:59.999;27623.5;27625.25;27623.5;27621.75;27622;27623;162;0;27622.75
2026-04-30 22:23:00.000;2026-04-30 22:23:59.999;27622;27622.75;27620;27617.25;27619.5;27619.833333333332;414;0;27619.75
2026-04-30 22:24:00.000;2026-04-30 22:24:59.999;27618.5;27621;27617.625;27614.25;27615;27616.75;577;0;27616.3125
2026-04-30 22:25:00.000;2026-04-30 22:25:59.999;27615.25;27619.5;27615.75;27612;27618.75;27616.75;641;0;27617.25
2026-04-30 22:26:00.000;2026-04-30 22:26:59.999;27619;27621;27618.75;27616.5;27617.5;27618.333333333332;340;0;27618.125
2026-04-30 22:27:00.000;2026-04-30 22:27:59.999;27617.75;27617.75;27616.375;27615;27617;27616.583333333332;305;0;27616.6875
2026-04-30 22:28:00.000;2026-04-30 22:28:59.999;27616.75;27617.5;27615.875;27614.25;27616;27615.916666666668;210;0;27615.9375
2026-04-30 22:29:00.000;2026-04-30 22:29:59.999;27616;27620.25;27618.125;27616;27618;27618.083333333332;182;0;27618.0625
2026-04-30 22:30:00.000;2026-04-30 22:30:59.999;27617.75;27619.5;27617.25;27615;27616.75;27617.083333333332;235;0;27617
2026-04-30 22:31:00.000;2026-04-30 22:31:59.999;27616.5;27618.75;27616.625;27614.5;27618.25;27617.166666666668;220;0;27617.4375
2026-04-30 22:32:00.000;2026-04-30 22:32:59.999;27617.75;27620.25;27617.125;27614;27614.5;27616.25;269;0;27615.8125
2026-04-30 22:33:00.000;2026-04-30 22:33:59.999;27614.5;27615.75;27613;27610.25;27611.75;27612.583333333332;408;0;27612.375
2026-04-30 22:34:00.000;2026-04-30 22:34:59.999;27612.25;27618;27614.75;27611.5;27617.75;27615.75;314;0;27616.25
2026-04-30 22:35:00.000;2026-04-30 22:35:59.999;27617;27617.75;27615.375;27613;27614.75;27615.166666666668;311;0;27615.0625
2026-04-30 22:36:00.000;2026-04-30 22:36:59.999;27615;27616;27609.5;27603;27606.75;27608.583333333332;830;0;27608.125
2026-04-30 22:37:00.000;2026-04-30 22:37:59.999;27606.75;27609.25;27607.375;27605.5;27607.5;27607.416666666668;452;0;27607.4375
2026-04-30 22:38:00.000;2026-04-30 22:38:59.999;27608.25;27615;27611.5;27608;27614.5;27612.5;400;0;27613
2026-04-30 22:39:00.000;2026-04-30 22:39:59.999;27614;27616.75;27614.25;27611.75;27612.5;27613.666666666668;318;0;27613.375
2026-04-30 22:40:00.000;2026-04-30 22:40:59.999;27612.5;27614.75;27613;27611.25;27614;27613.333333333332;259;0;27613.5
